Body	Label	Score	Translation	Positive	Negative	EmotionRationale
The word "Transaction" is a bit loaded so lets avoid it for now. Consider a multi update that adds 5 "awesome points" to all users if today is their birthday. In mongo, that whole multi-update will use a single RecoveryUnit instance. However, a new WriteUnitOfWork will be created (on the single RU) and committed for each user that matches the query while we are updating thier object. This is because we only guarantee isolation and atomicity on each document, even when doing a multi-update.	NEGATIVE	0.9894667863845825	The word "Transaction" is a bit loaded so lets avoid it for now.<br> Consider a multi update that adds 5 "awesome points" to all users if today is their birthday.<br> In mongo, that whole multi-update will use a single RecoveryUnit instance.<br> However, a new WriteUnitOfWork will be created (on the single RU) and committed for each user that matches the query while we are updating thier object.<br> This is because we only guarantee isolation and atomicity on each document, even when doing a multi-update.	3	-2	 The[0] word[0] Transaction[0] is[0] a[0] bit[0] loaded[0] so[0] lets[0] avoid[-1] it[0] for[0] now[0] [[Sentence=-2,1=word max, 1-5]] Consider[0] a[0] multi[0] update[0] that[0] adds[0] 5[0] awesome[2] points[0] to[0] all[0] users[0] if[0] today[0] is[0] their[0] birthday[0] [[Sentence=-1,3=word max, 1-5]] In[0] mongo[0] that[0] whole[0] multi[0] update[0] will[0] use[0] a[0] single[0] RecoveryUnit[0] instance[0] [[Sentence=-1,1=word max, 1-5]] However[0] a[0] new[0] WriteUnitOfWork[0] will[0] be[0] created[0] on[0] the[0] single[0] RU[0] and[0] committed[0] for[0] each[0] user[0] that[0] matches[0] the[0] query[0] while[0] we[0] are[0] updating[0] thier[0] object[0] [[Sentence=-1,1=word max, 1-5]] This[0] is[0] because[0] we[0] only[0] guarantee[0] isolation[-1] and[0] atomicity[0] on[0] each[0] document[0] even[0] when[0] doing[0] a[0] multi[0] update[0] [[Sentence=-2,1=word max, 1-5]][[[3,-2 max of sentences]]]
Did I miss anything? In dropDatabase(), while _entryMapMutex is hold, closeDatabase() is called, where _dbCatalogMapMutex is hold?	NEGATIVE	0.9994927644729614	Did I miss anything?<br> In dropDatabase( while _entryMapMutex is hold, closeDatabase( is called, where _dbCatalogMapMutex is hold?	2	-2	 Did[0] I[0] miss[-1] anything[0] [[Sentence=-2,1=word max, 1-5]] [[changed to +2 due to 'miss']] In[0] dropDatabase[0] while[0] _entryMapMutex[0] is[0] hold[0] closeDatabase[0] is[0] called[0] where[0] _dbCatalogMapMutex[0] is[0] hold[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
lock _dataSizeLock is still hold here. Is it expected?	NEGATIVE	0.9948818683624268	lock _dataSizeLock is still hold here.<br> Is it expected?	1	-1	 lock[0] _dataSizeLock[0] is[0] still[0] hold[0] here[0] [[Sentence=-1,1=word max, 1-5]] Is[0] it[0] expected[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
I don't understand. How is it possible unless there is a bug in RocksDB? Reverse Seek() returns !Valid(), should mean the look-up key is smaller than the smallest key in the DB. Did you see it happening?	NEGATIVE	0.9988108277320862	I don't understand.<br> How is it possible unless there is a bug in RocksDB?<br> Reverse Seek( returns !<br>Valid( should mean the look-up key is smaller than the smallest key in the DB.<br> Did you see it happening?	1	-2	 I[0] don't[0] understand[0] [[Sentence=-1,1=word max, 1-5]] How[0] is[0] it[0] possible[0] unless[0] there[0] is[0] a[0] bug[-1] in[0] RocksDB[0] [[Sentence=-2,1=word max, 1-5]] Reverse[0] Seek[0] returns[0] [[Sentence=-1,1=word max, 1-5]] Valid[0] should[0] mean[0] the[0] look[0] up[0] key[0] is[0] smaller[0] than[0] the[0] smallest[0] key[0] in[0] the[0] DB[0] [[Sentence=-1,1=word max, 1-5]] Did[0] you[0] see[0] it[0] happening[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Hi, this patch broke the build when RocksDB is enabled. Do you want to make sure storage/rocks is still buildable after changing the storage APIs?	NEGATIVE	0.9959977269172668	Hi, this patch broke the build when RocksDB is enabled.<br> Do you want to make sure storage/rocks is still buildable after changing the storage APIs?	1	-2	 Hi[0] this[0] patch[0] broke[-1] the[0] build[0] when[0] RocksDB[0] is[0] enabled[0] [[Sentence=-2,1=word max, 1-5]] Do[0] you[0] want[0] to[0] make[0] sure[0] storage/rocks[0] is[0] still[0] buildable[0] after[0] changing[0] the[0] storage[0] APIs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
why NULL here :(	NEGATIVE	0.999588668346405	why NULL here here	1	-2	 why[0] NULL[0] here[0][-1 Emoticon] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Tnx @monkey101 !	POSITIVE	0.5256451964378357	Tnx @monkey101 !	1	-1	 Tnx[0] @monkey101[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Any reason why is this NULL here? RocksDB SIGSEGVs because it's expecting OperationContext.	NEGATIVE	0.9996553659439087	Any reason why is this NULL here?<br> RocksDB SIGSEGVs because it's expecting OperationContext.	1	-1	 Any[0] reason[0] why[0] is[0] this[0] NULL[0] here[0] [[Sentence=-1,1=word max, 1-5]] RocksDB[0] SIGSEGVs[0] because[0] it's[0] expecting[0] OperationContext[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Is there going to be another 2.6.5 release candidate?If so, can we get this included?	NEGATIVE	0.9994679093360901	Is there going to be another 2.6.5 release candidate?<br>If so, can we get this included?	1	-1	 Is[0] there[0] going[0] to[0] be[0] another[0] 2[0] .6[0] .5[0] release[0] candidate[0] [[Sentence=-1,1=word max, 1-5]] If[0] so[0] can[0] we[0] get[0] this[0] included[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
8192 Alignment size raized the fassert 16143 on my PPC systems, this is why I changed it in the first place.	NEGATIVE	0.9987584352493286	8192 Alignment size raized the fassert 16143 on my PPC systems, this is why I changed it in the first place.	1	-1	 8192[0] Alignment[0] size[0] raized[0] the[0] fassert[0] 16143[0] on[0] my[0] PPC[0] systems[0] this[0] is[0] why[0] I[0] changed[0] it[0] in[0] the[0] first[0] place[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hi @corentinbaron,This is more of a reminder to ourselves. We were thinking of validating the numerical value of the block size itself - for example, that it should be a power of 2.Ben	POSITIVE	0.9720128178596497	Hi @corentinbaron,This is more of a reminder to ourselves.<br> We were thinking of validating the numerical value of the block size itself - for example, that it should be a power of 2.<br>Ben	2	-2	 Hi[0] @corentinbaron[0] This[0] is[0] more[0] of[0] a[0] reminder[0] to[0] ourselves[0] [[Sentence=-1,1=word max, 1-5]] We[0] were[0] thinking[0] of[0] validating[0] the[0] numerical[0] value[1] of[0] the[0] block[-1] size[0] itself[0] for[0] example[0] that[0] it[0] should[0] be[0] a[0] power[0] of[0] 2[0] [[Sentence=-2,2=word max, 1-5]] Ben[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
Hi @lukebrowning,You should vote for the back port on:https://jira.mongodb.org/browse/SERVER-14835The **Backport** field has been set to _Requested_ - we periodically review all tickets requested for back port. If the ticket is approved (or rejected) for back port, you will see a corresponding change in the **Backport** field and the fix should show up in the next release.Regards,Ben	NEGATIVE	0.9934414029121399	Hi @lukebrowning,You should vote for the back port on:https://jira.<br>mongodb.<br>org/browse/SERVER-14835The *Backport* field has been set to _Requested_ - we periodically review all tickets requested for back port.<br> If the ticket is approved (or rejected) for back port, you will see a corresponding change in the *Backport* field and the fix should show up in the next release.<br>Regards,Ben	1	-2	 Hi[0] @lukebrowning[0] You[0] should[0] vote[0] for[0] the[0] back[0] port[0] on[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -14835The[0] Backport[0] field[0] has[0] been[0] set[0] to[0] _Requested_[0] we[0] periodically[0] review[0] all[0] tickets[0] requested[0] for[0] back[0] port[0] [[Sentence=-1,1=word max, 1-5]] If[0] the[0] ticket[0] is[0] approved[0] or[0] rejected[-1] for[0] back[0] port[0] you[0] will[0] see[0] a[0] corresponding[0] change[0] in[0] the[0] Backport[0] field[0] and[0] the[0] fix[0] should[0] show[0] up[0] in[0] the[0] next[0] release[0] [[Sentence=-2,1=word max, 1-5]] Regards[0] Ben[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
Under Centos 7, mongod is in /usr/bin	NEGATIVE	0.9976843595504761	Under Centos 7, mongod is in /usr/bin	1	-1	 Under[0] Centos[0] 7[0] mongod[0] is[0] in[0] /usr/bin[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Thanks @benety !	POSITIVE	0.9997453093528748	Thanks @benety !	2	-1	 Thanks[1] @benety[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
@syllogismos, please take your question over to the [mongodb-user](https://groups.google.com/forum/#!forum/mongodb-user) mailing list. We use github exclusively for development related matters.	NEGATIVE	0.9980168342590332	@syllogismos, please take your question over to the [mongodb-user](https://groups.<br>google.<br>com/forum/#!<br>forum/mongodb-user) mailing list.<br> We use github exclusively for development related matters.	2	-1	 @syllogismos[0] please[1] take[0] your[0] question[0] over[0] to[0] the[0] [mongodb[0] user][0] https[0] ://groups[0] [[Sentence=-1,2=word max, 1-5]] google[0] [[Sentence=-1,1=word max, 1-5]] com/forum/#[0] [[Sentence=-1,1=word max, 1-5]] forum/mongodb[0] user[0] mailing[0] list[0] [[Sentence=-1,1=word max, 1-5]] We[0] use[0] github[0] exclusively[0] for[0] development[0] related[0] matters[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Ok. I will, thanks, just got excited I found the commit that I'm looking for.	POSITIVE	0.9997434020042419	Ok.<br> I will, thanks, just got excited I found the commit that I'm looking for.	3	-1	 Ok[0] [[Sentence=-1,1=word max, 1-5]] I[0] will[0] thanks[1] just[0] got[0] excited[2] I[0] found[0] the[0] commit[0] that[0] I'm[0] looking[0] for[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Note, this fix has been backported to the v2.6 branch (ddce701ed775996f2a49fc949e26c5bcbc38fe84) and is present in 2.6.5 onward.	NEGATIVE	0.9900903105735779	Note, this fix has been backported to the v2.6 branch (ddce701ed775996f2a49fc949e26c5bcbc38fe84) and is present in 2.6.5 onward.	1	-1	 Note[0] this[0] fix[0] has[0] been[0] backported[0] to[0] the[0] v2[0] .6[0] branch[0] ddce701ed775996f2a49fc949e26c5bcbc38fe84[0] and[0] is[0] present[0] in[0] 2[0] .6[0] .5[0] onward[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
https://jira.mongodb.org/browse/SERVER-16721	NEGATIVE	0.9940959811210632	https://jira.<br>mongodb.<br>org/browse/SERVER-16721	1	-1	 https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -16721[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can https://jira.mongodb.org/browse/SERVER-3719 be marked as fixed now that this change is in or is there more to do still?	NEGATIVE	0.9990929961204529	Can https://jira.<br>mongodb.<br>org/browse/SERVER-3719 be marked as fixed now that this change is in or is there more to do still?	1	-1	 Can[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -3719[0] be[0] marked[0] as[0] fixed[0] now[0] that[0] this[0] change[0] is[0] in[0] or[0] is[0] there[0] more[0] to[0] do[0] still[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Looks like maybe https://jira.mongodb.org/browse/SERVER-7804 and https://jira.mongodb.org/browse/SERVER-3304 can be marked as resolved now too	NEGATIVE	0.9976640343666077	Looks like maybe https://jira.<br>mongodb.<br>org/browse/SERVER-7804 and https://jira.<br>mongodb.<br>org/browse/SERVER-3304 can be marked as resolved now too	2	-1	 Looks[0] like[1] maybe[0] https[0] ://jira[0] [[Sentence=-1,2=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -7804[0] and[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -3304[0] can[0] be[0] marked[0] as[0] resolved[1] now[0] too[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Should https://jira.mongodb.org/browse/SERVER-16734 be closed as fixed now?	NEGATIVE	0.9992987513542175	Should https://jira.<br>mongodb.<br>org/browse/SERVER-16734 be closed as fixed now?	1	-1	 Should[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -16734[0] be[0] closed[0] as[0] fixed[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@benmccann - yes, those tickets are all assigned to Mathias and with fixVersion   next release candidate. They'll be resolved when the RC ships or fixVersion will be bumped.	NEGATIVE	0.9984665513038635	@benmccan - yes, those tickets are all assigned to Mathias and with fixVersion   next release candidate.<br> They'll be resolved when the RC ships or fixVersion will be bumped.	2	-1	 @benmccann/@benmccan[0] yes[0] those[0] tickets[0] are[0] all[0] assigned[0] to[0] Mathias[0] and[0] with[0] fixVersion[0] next[0] release[0] candidate[0] [[Sentence=-1,1=word max, 1-5]] They'll[0] be[0] resolved[1] when[0] the[0] RC[0] ships[0] or[0] fixVersion[0] will[0] be[0] bumped[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Cool. Gotcha. Thanks for explaining how the process works	POSITIVE	0.9997987747192383	Cool.<br> Gotcha.<br> Thanks for explaining how the process works	2	-1	 Cool[1] [[Sentence=-1,2=word max, 1-5]] Gotcha[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] for[0] explaining[0] how[0] the[0] process[0] works[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I figured you would mark tickets as fixed when the commit goes into to address them and then release the next RC when all the tickets assigned to that RC are fixed (or bumped to a later RC). If you don't mark them as fixed when the commit goes in, but rather when the RC is released then how do you decide it's time to release the RC?	NEGATIVE	0.9993699789047241	I figured you would mark tickets as fixed when the commit goes into to address them and then release the next RC when all the tickets assigned to that RC are fixed (or bumped to a later RC)<br> If you don't mark them as fixed when the commit goes in, but rather when the RC is released then how do you decide it's time to release the RC?	1	-1	 I[0] figured[0] you[0] would[0] mark[0] tickets[0] as[0] fixed[0] when[0] the[0] commit[0] goes[0] into[0] to[0] address[0] them[0] and[0] then[0] release[0] the[0] next[0] RC[0] when[0] all[0] the[0] tickets[0] assigned[0] to[0] that[0] RC[0] are[0] fixed[0] or[0] bumped[0] to[0] a[0] later[0] RC[0] [[Sentence=-1,1=word max, 1-5]] If[0] you[0] don't[0] mark[0] them[0] as[0] fixed[0] when[0] the[0] commit[0] goes[0] in[0] but[0] rather[0] when[0] the[0] RC[0] is[0] released[0] then[0] how[0] do[0] you[0] decide[0] it's[0] time[0] to[0] release[0] the[0] RC[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Oh, looks like they have been marked as resolved now instead of waiting for the RC to ship	NEGATIVE	0.9934290647506714	Oh, looks like they have been marked as resolved now instead of waiting for the RC to ship	2	-1	 Oh[0] looks[0] like[1] they[0] have[0] been[0] marked[0] as[0] resolved[1] now[0] instead[0] of[0] waiting[0] for[0] the[0] RC[0] to[0] ship[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
This diff doesn't remove V8_HOST_CAN_READ_UNALIGNED define in case of x86/x64 arches (in src/third_party/v8/src/globals.h), is that intended? The binary crashes on x64 with 4.9.2 all the same...	NEGATIVE	0.9995050430297852	This diff doesn't remove V8_HOST_CAN_READ_UNALIGNED define in case of x86/x64 arches (in src/third_party/v8/src/globals.<br>h) is that intended?<br> The binary crashes on x64 with 4.9.2 all the same.	1	-1	 This[0] diff[0] doesn't[0] remove[0] V8_HOST_CAN_READ_UNALIGNED[0] define[0] in[0] case[0] of[0] x86/x64[0] arches[0] in[0] src/third_party/v8/src/globals[0] [[Sentence=-1,1=word max, 1-5]] h[0] is[0] that[0] intended[0] [[Sentence=-1,1=word max, 1-5]] The[0] binary[0] crashes[0] on[0] x64[0] with[0] 4[0] .9[0] .2[0] all[0] the[0] same[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Do i have to add these files	NEGATIVE	0.9945679306983948	Do i have to add these files	1	-1	 Do[0] i[0] have[0] to[0] add[0] these[0] files[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
What is the option necessary to make this work?I tried the various settings here:https://jira.mongodb.org/browse/SERVER-965and all fail.	NEGATIVE	0.9997888207435608	What is the option necessary to make this work?<br>I tried the various settings here:https://jira.<br>mongodb.<br>org/browse/SERVER-965and all fail.	1	-3	 What[0] is[0] the[0] option[0] necessary[0] to[0] make[0] this[0] work[0] [[Sentence=-1,1=word max, 1-5]] I[0] tried[0] the[0] various[0] settings[0] here[0] https[0] ://jira[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -965and[0] all[0] fail[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
http://docs.mongodb.org/manual/reference/program/mongod/#cmdoption--wiredTigerDirectoryForIndexes	NEGATIVE	0.9967625737190247	http://docs.<br>mongodb.<br>org/manual/reference/program/mongod/#cmdoption-wiredTigerDirectoryForIndexes	1	-1	 http[0] ://docs[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/manual/reference/program/mongod/#cmdoption[0] wiredTigerDirectoryForIndexes[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
nope - does not work (mongo 3.0.1)returns this error in mongo log:"I STORAGE[initandlisten] exception in initAndListen: 72 Metadata contains unexpected value storage engine option for directoryForIndexesExpected true but got falseinstead, terminating"from this command line:"/usr/local/mongo/bin/mongod --wiredTigerDirectoryForIndexes -f /etc/mongo/mongodb.conf"	NEGATIVE	0.9995276927947998	nope - does not work (mongo 3.0.1)returns this error in mongo log:I STORAGE[initandlisten] exception in initAndListen: 72 Metadata contains unexpected value storage engine option for directoryForIndexesExpected true but got falseinstead, terminating"from this command line:"/usr/local/mongo/bin/mongod -wiredTigerDirectoryForIndexes -f /etc/mongo/mongodb.<br>conf"	2	-2	 nope[0] does[0] not[0] work[0] mongo[0] 3[0] .0[0] .1[0] returns[0] this[0] error[-1] in[0] mongo[0] log[0] I[0] STORAGE[initandlisten][0] exception[0] in[0] initAndListen[0] 72[0] Metadata[0] contains[0] unexpected[0] value[1] storage[0] engine[0] option[0] for[0] directoryForIndexesExpected[0] true[1] but[0] got[0] falseinstead[0] terminating[0] from[0] this[0] command[0] line[0] :"/usr/local/mongo/bin/mongod[0] wiredTigerDirectoryForIndexes[0] f[0] /etc/mongo/mongodb[0] [[Sentence=-2,2=word max, 1-5]] conf[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
what are the contents of your mongodb.conf file?This option is only valid if you are using the WiredTiger storage engine.	NEGATIVE	0.9967333674430847	what are the contents of your mongodb.<br>conf file?<br>This option is only valid if you are using the WiredTiger storage engine.	1	-1	 what[0] are[0] the[0] contents[0] of[0] your[0] mongodb[0] [[Sentence=-1,1=word max, 1-5]] conf[0] file[0] [[Sentence=-1,1=word max, 1-5]] This[0] option[0] is[0] only[0] valid[0] if[0] you[0] are[0] using[0] the[0] WiredTiger[0] storage[0] engine[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
# mongodb.confdbpath /data/wt1logpath /data/loglogappend trueport 27017unixSocketPrefix /tmprest truehttpinterface truejournal truedirectoryperdb truefork truereplSet rs1storageEngine wiredTigerdirectoryForIndexes 1###	NEGATIVE	0.9908654093742371	# mongodb.<br>confdbpath /data/wt1logpath /data/loglogappend trueport 27017unixSocketPrefix /tmprest truehttpinterface truejournal truedirectoryperdb truefork truereplSet rs1storageEngine wiredTigerdirectoryForIndexes 1##	1	-1	 #[0] mongodb[0] [[Sentence=-1,1=word max, 1-5]] confdbpath[0] /data/wt1logpath[0] /data/loglogappend[0] trueport[0] 27017unixSocketPrefix[0] /tmprest[0] truehttpinterface[0] truejournal[0] truedirectoryperdb[0] truefork[0] truereplSet[0] rs1storageEngine[0] wiredTigerdirectoryForIndexes[0] 1###/1##[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
wiredTigerDirectoryForIndexes 1 (instead of directoryForIndexes 1) also fails with same error above	NEGATIVE	0.9994990229606628	wiredTigerDirectoryForIndexes 1 (instead of directoryForIndexes 1) also fails with same error above	1	-3	 wiredTigerDirectoryForIndexes[0] 1[0] instead[0] of[0] directoryForIndexes[0] 1[0] also[0] fails[-2] with[0] same[0] error[-1] above[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Please see [this comment in SERVER-965](https://jira.mongodb.org/browse/SERVER-965?focusedCommentId 878839&page com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-878839).	NEGATIVE	0.9961756467819214	Please see [this comment in SERVER-965](https://jira.<br>mongodb.<br>org/browse/SERVER-965?<br>focusedCommentId 878839&page com.<br>atlassian.<br>jira.<br>plugin.<br>system.<br>issuetabpanels:comment-tabpanel#comment-878839)	2	-1	 Please[1] see[0] [this[0] comment[0] in[0] SERVER[0] -965][0] https[0] ://jira[0] [[Sentence=-1,2=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/browse/SERVER[0] -965[0] [[Sentence=-1,1=word max, 1-5]] focusedCommentId[0] 878839&page[0] com[0] [[Sentence=-1,1=word max, 1-5]] atlassian[0] [[Sentence=-1,1=word max, 1-5]] jira[0] [[Sentence=-1,1=word max, 1-5]] plugin[0] [[Sentence=-1,1=word max, 1-5]] system[0] [[Sentence=-1,1=word max, 1-5]] issuetabpanels[0] comment[0] tabpanel#comment[0] -878839[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Awesome! Time to remove https://github.com/mongodb-partners/mongo-rocks/blob/master/.clang-format :)BTW are you planning to backport this to 3.0?	NEGATIVE	0.7720000147819519	Awesome!<br> Time to remove https://github.<br>com/mongodb-partners/mongo-rocks/blob/master/.<br>clang-format :BTW are you planning to backport this to 3.0?	3	-1	 Awesome[2] [[Sentence=-1,3=word max, 1-5]] Time[0] to[0] remove[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb[0] partners/mongo[0] rocks/blob/master/[0] [[Sentence=-1,1=word max, 1-5]] clang[0] format[0] BTW[0] are[0] you[0] planning[0] to[0] backport[0] this[0] to[0] 3[0] .0[0] [[Sentence=-1,1=word max, 1-5]][[[3,-1 max of sentences]]]
@igorcanadiThanks!We are still sorting out a few rough edges, so might want to wait on removing your formatter.At this point, we have no plans to backport to 3.0	NEGATIVE	0.9996466636657715	@igorcanadiThanks!<br>We are still sorting out a few rough edges, so might want to wait on removing your formatter.<br>At this point, we have no plans to backport to 3.0	1	-2	 @igorcanadiThanks[0] [[Sentence=-1,1=word max, 1-5]] We[0] are[0] still[0] sorting[0] out[0] a[0] few[0] rough[-1] edges[0] so[0] might[0] want[0] to[0] wait[0] on[0] removing[0] your[0] formatter[0] [[Sentence=-2,1=word max, 1-5]] At[0] this[0] point[0] we[0] have[0] no[0] plans[0] to[0] backport[0] to[0] 3[0] .0[0] [[Sentence=-1,1=word max, 1-5]][[[1,-2 max of sentences]]]
@igorcanadi - FYI rough edges have been addressed, it is staying.	POSITIVE	0.8490909934043884	@igorcanadi - FYI rough edges have been addressed, it is staying.	1	-2	 @igorcanadi[0] FYI[0] rough[-1] edges[0] have[0] been[0] addressed[0] it[0] is[0] staying[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Thanks!	POSITIVE	0.9998165369033813	Thanks!	2	-1	 Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
t	NEGATIVE	0.9681643843650818	t	1	-1	 t[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Thanks, @monkey101 -- this fell through the cracks.	NEGATIVE	0.998680830001831	Thanks, @monkey101 - this fell through the cracks.	2	-1	 Thanks[1] @monkey101[0] this[0] fell[0] through[0] the[0] cracks[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
@shreyasp can you email the mongodb-user user group? This is probably not a great venue for troubleshooting your problem.https://groups.google.com/forum/#!forum/mongodb-user	NEGATIVE	0.9997449517250061	@shreyasp can you email the mongodb-user user group?<br> This is probably not a great venue for troubleshooting your problem.<br>https://groups.<br>google.<br>com/forum/#!<br>forum/mongodb-user	1	-3	 @shreyasp[0] can[0] you[0] email[0] the[0] mongodb[0] user[0] user[0] group[0] [[Sentence=-1,1=word max, 1-5]] This[0] is[0] probably[0] not[0] a[0] great[2][NegatedDueToPreviousWord] venue[0] for[0] troubleshooting[0] your[0] problem[-1] [[Sentence=-3,1=word max, 1-5]] https[0] ://groups[0] [[Sentence=-1,1=word max, 1-5]] google[0] [[Sentence=-1,1=word max, 1-5]] com/forum/#[0] [[Sentence=-1,1=word max, 1-5]] forum/mongodb[0] user[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
Nice!	POSITIVE	0.999863862991333	Nice!	2	-1	 Nice[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
:cake: :fireworks: :smile:	POSITIVE	0.9993955492973328	:cake: :fireworks: :smile:	3	-1	 cake[0] fireworks[0] smile[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
I try to update a minutes array(this array is not exist) with upsert &   positional operator. I need it automatic create a minutes array, but created a minutes object.	NEGATIVE	0.9982595443725586	I try to update a minutes array(this array is not exist) with upsert &   positional operator.<br> I need it automatic create a minutes array, but created a minutes object.	1	-1	 I[0] try[0] to[0] update[0] a[0] minutes[0] array[0] this[0] array[0] is[0] not[0] exist[0] with[0] upsert[0] &[0] positional[0] operator[0] [[Sentence=-1,1=word max, 1-5]] I[0] need[0] it[0] automatic[0] create[0] a[0] minutes[0] array[0] but[0] created[0] a[0] minutes[0] object[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Many many thanks! Glad to see that MongoDB listens to their audience :)	POSITIVE	0.9996091723442078	Many many thanks!<br> Glad to see that MongoDB listens to their audience audience	2	-1	 Many[0] many[0] thanks[1] [[Sentence=-1,2=word max, 1-5]] Glad[1] to[0] see[0] that[0] MongoDB[0] listens[0] to[0] their[0] audience[0][+1 Emoticon] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
What about when globalSec   now?	NEGATIVE	0.9968799948692322	What about when globalSec   now?	1	-1	 What[0] about[0] when[0] globalSec[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hey Mathias! Do we need to apply the same patch to MongoRocks, too? Would it make sense to move the test to generic storage_engine tests?	NEGATIVE	0.9994613528251648	Hey Mathias!<br> Do we need to apply the same patch to MongoRocks, too?<br> Would it make sense to move the test to generic storage_engine tests?	2	-1	 Hey[1] Mathias[0] [[Sentence=-1,2=word max, 1-5]] Do[0] we[0] need[0] to[0] apply[0] the[0] same[0] patch[0] to[0] MongoRocks[0] too[0] [[Sentence=-1,1=word max, 1-5]] Would[0] it[0] make[0] sense[0] to[0] move[0] the[0] test[0] to[0] generic[0] storage_engine[0] tests[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
