lol ;)	laugh out loud laugh out loud	2	-1	 lol[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I need more information to replicate it as the 1.1 branch seems to work correctly here1. The setup of the replicaset2. The actual sslReplicaSetConnection code3. Version of the db and node	I need more information to replicate it as the 1.1 branch seems to work correctly here1.<br> The setup of the replicaset2.<br> The actual sslReplicaSetConnection code3.<br> Version of the db and node	1	-1	 I[0] need[0] more[0] information[0] to[0] replicate[0] it[0] as[0] the[0] 1[0] .1[0] branch[0] seems[0] to[0] work[0] correctly[0] here1[0] [[Sentence=-1,1=word max, 1-5]] The[0] setup[0] of[0] the[0] replicaset2[0] [[Sentence=-1,1=word max, 1-5]] The[0] actual[0] sslReplicaSetConnection[0] code3[0] [[Sentence=-1,1=word max, 1-5]] Version[0] of[0] the[0] db[0] and[0] node[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Just trying to work through all the scenarios	Just trying to work through all the scenarios	1	-1	 Just[0] trying[0] to[0] work[0] through[0] all[0] the[0] scenarios[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Here is a gist of the different configurations to test: https://gist.github.com/9d2eb5d122147a9702e0You can comment out the different config settings -- I would have built tests, but I am not the best at node . . .Thank you,Chris	Here is a gist of the different configurations to test: https://gist.<br>github.<br>com/9d2eb5d122147a9702e0You can comment out the different config settings - I would have built tests, but I am not the best at node .<br> .<br> .<br>Thank you,Chris	2	-2	 Here[0] is[0] a[0] gist[0] of[0] the[0] different[0] configurations[0] to[0] test[0] https[0] ://gist[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] com/9d2eb5d122147a9702e0You[0] can[0] comment[0] out[0] the[0] different[0] config[0] settings[0] I[0] would[0] have[0] built[0] tests[0] but[0] I[0] am[0] not[0] the[0] best[1][NegatedDueToPreviousWord] at[0] node[0] [[Sentence=-2,1=word max, 1-5]] Thank[1] you[0] Chris[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
I've added tests for the 1.1 branch and they pass, see the file below. The first test uses a primary for discovery and the second a secondary   primary. Server version is 2.0.4https://github.com/mongodb/node-mongodb-native/blob/development-1.1/test/auxilliary/replicaset_auth_discovery_test.jsNotice the last test where I've added slaveOk to the url so the secondary can query the state of the replicaset.	I've added tests for the 1.1 branch and they pass, see the file below.<br> The first test uses a primary for discovery and the second a secondary   primary.<br> Server version is 2.0.4https://github.<br>com/mongodb/node-mongodb-native/blob/development-1.1/test/auxilliary/replicaset_auth_discovery_test.<br>jsNotice the last test where I've added slaveOk to the url so the secondary can query the state of the replicaset.	1	-1	 I've[0] added[0] tests[0] for[0] the[0] 1[0] .1[0] branch[0] and[0] they[0] pass[0] see[0] the[0] file[0] below[0] [[Sentence=-1,1=word max, 1-5]] The[0] first[0] test[0] uses[0] a[0] primary[0] for[0] discovery[0] and[0] the[0] second[0] a[0] secondary[0] primary[0] [[Sentence=-1,1=word max, 1-5]] Server[0] version[0] is[0] 2[0] .0[0] .4https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/mongodb/node[0] mongodb[0] native/blob/development[0] -1[0] .1/test/auxilliary/replicaset_auth_discovery_test[0] [[Sentence=-1,1=word max, 1-5]] jsNotice[0] the[0] last[0] test[0] where[0] I've[0] added[0] slaveOk[0] to[0] the[0] url[0] so[0] the[0] secondary[0] can[0] query[0] the[0] state[0] of[0] the[0] replicaset[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hey,It looks like the options which are passed to the ensureIndex are not send to the db properly. Things like name, i can see it created in the system.indexes. But when i set index with a background option, it is not seen there. How could one verify whether an index is background or not and it is correctly set.Thanks.	Hey,It looks like the options which are passed to the ensureIndex are not send to the db properly.<br> Things like name, i can see it created in the system.<br>indexes.<br> But when i set index with a background option, it is not seen there.<br> How could one verify whether an index is background or not and it is correctly set.<br>Thanks.	2	-1	 Hey[1] It[0] looks[0] like[1] the[0] options[0] which[0] are[0] passed[0] to[0] the[0] ensureIndex[0] are[0] not[0] send[0] to[0] the[0] db[0] properly[0] [[Sentence=-1,2=word max, 1-5]] Things[0] like[1] name[0] i[0] can[0] see[0] it[0] created[0] in[0] the[0] system[0] [[Sentence=-1,2=word max, 1-5]] indexes[0] [[Sentence=-1,1=word max, 1-5]] But[0] when[0] i[0] set[0] index[0] with[0] a[0] background[0] option[0] it[0] is[0] not[0] seen[0] there[0] [[Sentence=-1,1=word max, 1-5]] How[0] could[0] one[0] verify[0] whether[0] an[0] index[0] is[0] background[0] or[0] not[0] and[0] it[0] is[0] correctly[0] set[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Are the semantics of this change correct?_setTimeout_ configures the timeout for an already-connected, yet idle socket, while MongoDB's _connectTimeoutMS_ deals specifically with just the initial connection setup. It seems like you should be passing through Mongo's _socketTimeoutMS_ instead.	Are the semantics of this change correct?_setTimeout_ configures the timeout for an already-connected, yet idle socket, while MongoDB's _connectTimeoutMS_ deals specifically with just the initial connection setup.<br> It seems like you should be passing through Mongo's _socketTimeoutMS_ instead.	2	-1	 Are[0] the[0] semantics[0] of[0] this[0] change[0] correct[0] ?_setTimeout_[0] configures[0] the[0] timeout[0] for[0] an[0] already[0] connected[0] yet[0] idle[0] socket[0] while[0] MongoDB's[0] _connectTimeoutMS_[0] deals[0] specifically[0] with[0] just[0] the[0] initial[0] connection[0] setup[0] [[Sentence=-1,1=word max, 1-5]] It[0] seems[0] like[1] you[0] should[0] be[0] passing[0] through[0] Mongo's[0] _socketTimeoutMS_[0] instead[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
 default:false  for now.	 default:false  for now.	1	-2	 default[-1] false[0] for[0] now[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
socketOptions['connectTimeoutMS']   replSetSelf._connectTimeoutMSshould probably only happen if that option hasn't been explicitly passed in.	socketOptions['connectTimeoutMS']   replSetSelf._connectTimeoutMSshould probably only happen if that option hasn't been explicitly passed in.	1	-1	 socketOptions['connectTimeoutMS'][0] replSetSelf[0] ._connectTimeoutMSshould[0] probably[0] only[0] happen[0] if[0] that[0] option[0] hasn't[0] been[0] explicitly[0] passed[0] in[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
any chance this could fix an issue with connections and no activity experiencing some weird issues? I have noticed that after 20 minutes of no activity on any of the connections will result in a future request waiting for  60 seconds before a failed to connect error is thrown. After that error is thrown a new connection is automatically created and everything works fine again. mongodb logs don't show an end connection for anywhere between 37 and 170 minutes. If I create a really simple setInterval and make a request every 60 seconds I never experience this problem. Needless to say it is driving me nuts!UPDATE: I should state that I'm using mongoose 3.1.2	any chance this could fix an issue with connections and no activity experiencing some weird issues?<br> I have noticed that after 20 minutes of no activity on any of the connections will result in a future request waiting for  60 seconds before a failed to connect error is thrown.<br> After that error is thrown a new connection is automatically created and everything works fine again.<br> mongodb logs don't show an end connection for anywhere between 37 and 170 minutes.<br> If I create a really simple setInterval and make a request every 60 seconds I never experience this problem.<br> Needless to say it is driving me nuts!<br>UPDATE: I should state that I'm using mongoose 3.1.2	3	-3	 any[0] chance[0] this[0] could[0] fix[0] an[0] issue[0] with[0] connections[0] and[0] no[0] activity[0] experiencing[0] some[0] weird[-1][--1 LastWordBoosterStrength] issues[0] [[Sentence=-1,1=word max, 1-5]] I[0] have[0] noticed[0] that[0] after[0] 20[0] minutes[0] of[0] no[0] activity[0] on[0] any[0] of[0] the[0] connections[0] will[0] result[0] in[0] a[0] future[0] request[0] waiting[0] for[0] 60[0] seconds[0] before[0] a[0] failed[-2] to[0] connect[0] error[-1] is[0] thrown[0] [[Sentence=-3,1=word max, 1-5]] After[0] that[0] error[-1] is[0] thrown[0] a[0] new[0] connection[0] is[0] automatically[0] created[0] and[0] everything[0] works[0] fine[2] again[0] [[Sentence=-2,3=word max, 1-5]] mongodb[0] logs[0] don't[0] show[0] an[0] end[0] connection[0] for[0] anywhere[0] between[0] 37[0] and[0] 170[0] minutes[0] [[Sentence=-1,1=word max, 1-5]] If[0] I[0] create[0] a[0] really[0] simple[0] setInterval[0] and[0] make[0] a[0] request[0] every[0] 60[0] seconds[0] I[0] never[0] experience[0] this[0] problem[-1] [[Sentence=-2,1=word max, 1-5]] Needless[0] to[0] say[0] it[0] is[0] driving[0] me[0] nuts[0] [[Sentence=-1,1=word max, 1-5]] UPDATE[0] I[0] should[0] state[0] that[0] I'm[0] using[0] mongoose[0] 3[0] .1[0] .2[0] [[Sentence=-1,1=word max, 1-5]][[[3,-3 max of sentences]]]
this will likely not fix that issue. you should try to set keepalive and timeout. are you also doing this through a firewall ? after 10 minutes of no activity mongod closes a connection. if the end signal is not reaching the driver it means something is consuming it between the db and the driver my guess some sort of firewall.	this will likely not fix that issue.<br> you should try to set keepalive and timeout.<br> are you also doing this through a firewall ?<br> after 10 minutes of no activity mongod closes a connection.<br> if the end signal is not reaching the driver it means something is consuming it between the db and the driver my guess some sort of firewall.	1	-1	 this[0] will[0] likely[0] not[0] fix[0] that[0] issue[0] [[Sentence=-1,1=word max, 1-5]] you[0] should[0] try[0] to[0] set[0] keepalive[0] and[0] timeout[0] [[Sentence=-1,1=word max, 1-5]] are[0] you[0] also[0] doing[0] this[0] through[0] a[0] firewall[0] [[Sentence=-1,1=word max, 1-5]] after[0] 10[0] minutes[0] of[0] no[0] activity[0] mongod[0] closes[0] a[0] connection[0] [[Sentence=-1,1=word max, 1-5]] if[0] the[0] end[0] signal[0] is[0] not[0] reaching[0] the[0] driver[0] it[0] means[0] something[0] is[0] consuming[0] it[0] between[0] the[0] db[0] and[0] the[0] driver[0] my[0] guess[0] some[0] sort[0] of[0] firewall[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@sberryman mongoose 3.1.2 is using 1.1.7 so maybe test again with this change and post your results back here.	@sberryman mongoose 3.1.2 is using 1.1.7 so maybe test again with this change and post your results back here.	1	-1	 @sberryman[0] mongoose[0] 3[0] .1[0] .2[0] is[0] using[0] 1[0] .1[0] .7[0] so[0] maybe[0] test[0] again[0] with[0] this[0] change[0] and[0] post[0] your[0] results[0] back[0] here[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
oh nvm	oh nvm	1	-1	 oh[0] nvm[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
@aheckmann what is the best way to set config params for the native connection? I'm passing them in as part of the connection string as the first arg for mongoose.connect. I see you have an issue created to provide better explication of connect and createConnection and am really looking forward to that being added to the documentation. I'm using mongoose.connect right now and again, passing the config params by doing something along these lines:   mongodb://[user]:[password[@[host]/[database]?wtimeoutMS 2000;connectTimeoutMS 2000;socketTimeoutMS 20000   	@aheckman what is the best way to set config params for the native connection?<br> I'm passing them in as part of the connection string as the first arg for mongoose.<br>connect.<br> I see you have an issue created to provide better explication of connect and createConnection and am really looking forward to that being added to the documentation.<br> I'm using mongoose.<br>connect right now and again, passing the config params by doing something along these lines:   mongodb://[user]:[password[@[host]/[database]?<br>wtimeoutMS 200;connectTimeoutMS 200;socketTimeoutMS 200  	2	-1	 @aheckmann/@aheckman[0] what[0] is[0] the[0] best[1] way[0] to[0] set[0] config[0] params[0] for[0] the[0] native[0] connection[0] [[Sentence=-1,2=word max, 1-5]] I'm[0] passing[0] them[0] in[0] as[0] part[0] of[0] the[0] connection[0] string[0] as[0] the[0] first[0] arg[0] for[0] mongoose[0] [[Sentence=-1,1=word max, 1-5]] connect[0] [[Sentence=-1,1=word max, 1-5]] I[0] see[0] you[0] have[0] an[0] issue[0] created[0] to[0] provide[0] better[0] explication[0] of[0] connect[0] and[0] createConnection[0] and[0] am[0] really[0] looking[0] forward[0] to[0] that[0] being[0] added[0] to[0] the[0] documentation[0] [[Sentence=-1,1=word max, 1-5]] I'm[0] using[0] mongoose[0] [[Sentence=-1,1=word max, 1-5]] connect[0] right[0] now[0] and[0] again[0] passing[0] the[0] config[0] params[0] by[0] doing[0] something[0] along[0] these[0] lines[0] mongodb[0] ://[user][0] :[password[@[host]/[database][0] [[Sentence=-1,1=word max, 1-5]] wtimeoutMS[0] 2000/200[0] connectTimeoutMS[0] 2000/200[0] socketTimeoutMS[0] 20000/200[0][+0.6 MultipleLetters] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
@christkv thanks for that 10 minute comment. I finally tracked down the article on http://www.mongodb.org/display/DOCS/Troubleshooting#Troubleshooting-Socketerrorsinshardedclustersandreplicasets which pointed me to tcp_keepalive_interval which was the default value of 7200 (7200000 on solaris) and changed the value to 5 minutes. BAM no more issues with MongoDB or Redis. I only wasted 4 days on this but glad it appears to be behind me.	@christkv thanks for that 10 minute comment.<br> I finally tracked down the article on http://w.<br>mongodb.<br>org/display/DOCS/Troubleshooting#Troubleshooting-Socketerrorsinshardedclustersandreplicasets which pointed me to tcp_keepalive_interval which was the default value of 7200 (7200 on solaris) and changed the value to 5 minutes.<br> BAM no more issues with MongoDB or Redis.<br> I only wasted 4 days on this but glad it appears to be behind me.	2	-2	 @christkv[0] thanks[1] for[0] that[0] 10[0] minute[0] comment[0] [[Sentence=-1,2=word max, 1-5]] I[0] finally[0] tracked[0] down[0] the[0] article[0] on[0] http[0] ://www/://w[0] [[Sentence=-1,1=word max, 1-5]] mongodb[0] [[Sentence=-1,1=word max, 1-5]] org/display/DOCS/Troubleshooting#Troubleshooting[0] Socketerrorsinshardedclustersandreplicasets[0] which[0] pointed[0] me[0] to[0] tcp_keepalive_interval[0] which[0] was[0] the[0] default[-1] value[1] of[0] 7200[0] (7200000/(7200[0][+0.6 MultipleLetters] on[0] solaris[0] and[0] changed[0] the[0] value[1] to[0] 5[0] minutes[0] [[Sentence=-2,2=word max, 1-5]] BAM[0] no[0] more[0] issues[0] with[0] MongoDB[0] or[0] Redis[0] [[Sentence=-1,1=word max, 1-5]] I[0] only[0] wasted[-1] 4[0] days[0] on[0] this[0] but[0] glad[1] it[0] appears[0] to[0] be[0] behind[0] me[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
@sberryman I updated the api docs with some more examples for now: http://mongoosejs.com/docs/api.html#index_Mongoose-createConnectionin a nutshell, you pass an options object after the uri.	@sberryman I updated the api docs with some more examples for now: http://mongoosejs.<br>com/docs/api.<br>html#index_Mongoose-createConnectionin a nutshell, you pass an options object after the uri.	1	-1	 @sberryman[0] I[0] updated[0] the[0] api[0] docs[0] with[0] some[0] more[0] examples[0] for[0] now[0] http[0] ://mongoosejs[0] [[Sentence=-1,1=word max, 1-5]] com/docs/api[0] [[Sentence=-1,1=word max, 1-5]] html#index_Mongoose[0] createConnectionin[0] a[0] nutshell[0] you[0] pass[0] an[0] options[0] object[0] after[0] the[0] uri[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
should this be  dbOptions.safe   'true'    value  ?	should this be  dbOptions.<br>safe   'true'    value  ?	2	-1	 should[0] this[0] be[0] dbOptions[0] [[Sentence=-1,1=word max, 1-5]] safe[1] 'true'[0] value[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
yes good catch but functionally it will work :) as strict and safe are interchangeable (strict was just the old old name)	yes good catch but functionally it will work work as strict and safe are interchangeable (strict was just the old old name)	2	-2	 yes[0] good[1] catch[0] but[0] functionally[0] it[0] will[0] work[0][+1 Emoticon] as[0] strict[-1] and[0] safe[1] are[0] interchangeable[0] strict[-1] was[0] just[0] the[0] old[0] old[0] name[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
hopefully once we switch to safe on always we can get rid of the message, but at least it's now annoying enough for people to set safe :)	hopefully once we switch to safe on always we can get rid of the message, but at least it's now annoying enough for people to set safe safe	3	-3	 hopefully[0] once[0] we[0] switch[0] to[0] safe[1] on[0] always[0] we[0] can[0] get[0] rid[-1] of[0] the[0] message[0] but[0] at[0] least[0] it's[0] now[0] annoying[-2] enough[0] for[0] people[0] to[0] set[0] safe[1][+1 Emoticon] [[Sentence=-3,3=word max, 1-5]][[[3,-3 max of sentences]]]
it doesn't work in mongoose. a bunch of tests fail b/c of strict behaving differently than safe.	it doesn't work in mongoose.<br> a bunch of tests fail b/c of strict behaving differently than safe.	2	-3	 it[0] doesn't[0] work[0] in[0] mongoose[0] [[Sentence=-1,1=word max, 1-5]] a[0] bunch[0] of[0] tests[0] fail[-2] b/c[0] of[0] strict[-1] behaving[0] differently[0] than[0] safe[1] [[Sentence=-3,2=word max, 1-5]][[[2,-3 max of sentences]]]
a bunch meaning 20	a bunch meaning 20	1	-1	 a[0] bunch[0] meaning[0] 20[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
primarily its b/c strict is picky about ensuring collections exist before use vs safe which doesn't care	primarily its b/c strict is picky about ensuring collections exist before use vs safe which doesn't care	2	-2	 primarily[0] its[0] b/c[0] strict[-1] is[0] picky[0] about[0] ensuring[0] collections[0] exist[0] before[0] use[0] vs[0] safe[1] which[0] doesn't[0] care[1] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
yeah but setting safe on the db level sets strict so it's the same variable.On Oct 8, 2012, at 8:00 PM, Aaron Heckmann notifications@github.com wrote:  primarily its b/c strict is picky about ensuring collections exist before use vs safe which doesn't care   —  Reply to this email directly or view it on GitHub.	yeah but setting safe on the db level sets strict so it's the same variable.<br>On Oct 8, 2012, at 8:00 PM, Aaron Heckman notifications@github.<br>com wrote:  primarily its b/c strict is picky about ensuring collections exist before use vs safe which doesn't care   —  Reply to this email directly or view it on GitHub.	2	-2	 yeah[0] but[0] setting[0] safe[1] on[0] the[0] db[0] level[0] sets[0] strict[-1] so[0] it's[0] the[0] same[0] variable[0] [[Sentence=-2,2=word max, 1-5]] On[0] Oct[0] 8[0] 2012[0] at[0] 8[0] :00[0] PM[0] Aaron[0] Heckmann/Heckman[0] notifications@github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] primarily[0] its[0] b/c[0] strict[-1] is[0] picky[0] about[0] ensuring[0] collections[0] exist[0] before[0] use[0] vs[0] safe[1] which[0] doesn't[0] care[1] —[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
if we get disconnected, do we ever get reconnected? looks like our health checks will not be restarted if we get reconnected.	if we get disconnected, do we ever get reconnected?<br> looks like our health checks will not be restarted if we get reconnected.	2	-1	 if[0] we[0] get[0] disconnected[0] do[0] we[0] ever[0] get[0] reconnected[0] [[Sentence=-1,1=word max, 1-5]] looks[0] like[1] our[0] health[0] checks[0] will[0] not[0] be[0] restarted[0] if[0] we[0] get[0] reconnected[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
: 1:	: 1:	1	-1	 1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
still fails for me when the authenticated user does not have access to the admin db.putting a test flow together now.	still fails for me when the authenticated user does not have access to the admin db.<br>putting a test flow together now.	1	-3	 still[0] fails[-2] for[0] me[0] when[0] the[0] authenticated[0] user[0] does[0] not[0] have[0] access[0] to[0] the[0] admin[0] db[0] [[Sentence=-3,1=word max, 1-5]] putting[0] a[0] test[0] flow[0] together[0] now[0] [[Sentence=-1,1=word max, 1-5]][[[1,-3 max of sentences]]]
So after this change, the entire first half of this function (which in today's version of the code calculates the variables length, chunkNumber, and previousChunkSize) seems to be an elaborate no-op: none of those variables are ever read! (Also, self.previousChunkSize is never written in today's code.)Is all of this intentional?ie, is the correct fix here to remove the first half of the function, or should that calculated length actually be used?	So after this change, the entire first half of this function (which in today's version of the code calculates the variables length, chunkNumber, and previousChunkSize) seems to be an elaborate no-op: none of those variables are ever read!<br> (Also, self.<br>previousChunkSize is never written in today's code.<br>Is all of this intentional?<br>ie, is the correct fix here to remove the first half of the function, or should that calculated length actually be used?	1	-1	 So[0] after[0] this[0] change[0] the[0] entire[0] first[0] half[0] of[0] this[0] function[0] which[0] in[0] today's[0] version[0] of[0] the[0] code[0] calculates[0] the[0] variables[0] length[0] chunkNumber[0] and[0] previousChunkSize[0] seems[0] to[0] be[0] an[0] elaborate[0] no[0] op[0] none[0] of[0] those[0] variables[0] are[0] ever[0] read[0] [[Sentence=-1,1=word max, 1-5]] Also[0] self[0] [[Sentence=-1,1=word max, 1-5]] previousChunkSize[0] is[0] never[0] written[0] in[0] today's[0] code[0] [[Sentence=-1,1=word max, 1-5]] Is[0] all[0] of[0] this[0] intentional[0] [[Sentence=-1,1=word max, 1-5]] ie[0] is[0] the[0] correct[0] fix[0] here[0] to[0] remove[0] the[0] first[0] half[0] of[0] the[0] function[0] or[0] should[0] that[0] calculated[0] length[0] actually[0] be[0] used[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
can you just add a preliminary issue so I don't forget to check it properly tomorrow.	can you just add a preliminary issue so I don't forget to check it properly tomorrow.	1	-1	 can[0] you[0] just[0] add[0] a[0] preliminary[0] issue[0] so[0] I[0] don't[0] forget[0] to[0] check[0] it[0] properly[0] tomorrow[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Sure, #762!	Sure, #762!	1	-1	 Sure[0] #762[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Any chance you could publish this to NPM?Thanks!	Any chance you could publish this to NPM?<br>Thanks!	2	-1	 Any[0] chance[0] you[0] could[0] publish[0] this[0] to[0] NPM[0] [[Sentence=-1,1=word max, 1-5]] Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
The options passed to the aggregate call, is not passed through the db command. Like for example, i am trying to send the readPrefrence and that never reaches down, because of the line1513 : options   args[args.length - 1].explain ? args.pop() : {}	The options passed to the aggregate call, is not passed through the db command.<br> Like for example, i am trying to send the readPrefrence and that never reaches down, because of the line1513 : options   args[args.<br>length - 1].<br>explain ?<br> args.<br>pop( : {}	2	-1	 The[0] options[0] passed[0] to[0] the[0] aggregate[0] call[0] is[0] not[0] passed[0] through[0] the[0] db[0] command[0] [[Sentence=-1,1=word max, 1-5]] Like[1] for[0] example[0] i[0] am[0] trying[0] to[0] send[0] the[0] readPrefrence[0] and[0] that[0] never[0] reaches[0] down[0] because[0] of[0] the[0] line1513[0] options[0] args[args[0] [[Sentence=-1,2=word max, 1-5]] length[0] 1][0] [[Sentence=-1,1=word max, 1-5]] explain[0] [[Sentence=-1,1=word max, 1-5]] args[0] [[Sentence=-1,1=word max, 1-5]] pop[0] {}[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
this commit causes my cursor_tests to fail intermittently.	this commit causes my cursor_tests to fail intermittently.	1	-3	 this[0] commit[0] causes[0] my[0] cursor_tests[0] to[0] fail[-2] intermittently[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
snake case and camel? we should chose one and stick with it.	snake case and camel?<br> we should chose one and stick with it.	1	-1	 snake[0] case[0] and[0] camel[0] [[Sentence=-1,1=word max, 1-5]] we[0] should[0] chose[0] one[0] and[0] stick[0] with[0] it[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
camel as it seems to be the javascript thing I'll see if I can fix it monday.On Jan 25, 2013, at 8:04 PM, Aaron Heckmann notifications@github.com wrote:  snake case and camel? we should chose one and stick with it.   —  Reply to this email directly or view it on GitHub.	camel as it seems to be the javascript thing I'll see if I can fix it monday.<br>On Jan 25, 2013, at 8:04 PM, Aaron Heckman notifications@github.<br>com wrote:  snake case and camel?<br> we should chose one and stick with it.<br>   —  Reply to this email directly or view it on GitHub.	1	-1	 camel[0] as[0] it[0] seems[0] to[0] be[0] the[0] javascript[0] thing[0] I'll[0] see[0] if[0] I[0] can[0] fix[0] it[0] monday[0] [[Sentence=-1,1=word max, 1-5]] On[0] Jan[0] 25[0] 2013[0] at[0] 8[0] :04[0] PM[0] Aaron[0] Heckmann/Heckman[0] notifications@github[0] [[Sentence=-1,1=word max, 1-5]] com[0] wrote[0] snake[0] case[0] and[0] camel[0] [[Sentence=-1,1=word max, 1-5]] we[0] should[0] chose[0] one[0] and[0] stick[0] with[0] it[0] [[Sentence=-1,1=word max, 1-5]] —[0] Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
In my project I overwrite Cursor.nextObject in my custom cursor to create objects of custom type (transform mongodb objects to my high level objects). After this commit I can't do this so elegantly. So I'm stick now on 1.2.8. In my opinion this is sacrifice of flexibility in flavor of small performance improvement.I can't check right now how this can be fixed without reverting. This is my feedback...	In my project I overwrite Cursor.<br>nextObject in my custom cursor to create objects of custom type (transform mongodb objects to my high level objects)<br> After this commit I can't do this so elegantly.<br> So I'm stick now on 1.2.8.<br> In my opinion this is sacrifice of flexibility in flavor of small performance improvement.<br>I can't check right now how this can be fixed without reverting.<br> This is my feedback.	2	-2	 In[0] my[0] project[0] I[0] overwrite[0] Cursor[0] [[Sentence=-1,1=word max, 1-5]] nextObject[0] in[0] my[0] custom[0] cursor[0] to[0] create[0] objects[0] of[0] custom[0] type[0] transform[0] mongodb[0] objects[0] to[0] my[0] high[0] level[0] objects[0] [[Sentence=-1,1=word max, 1-5]] After[0] this[0] commit[0] I[0] can't[0] do[0] this[0] so[0] elegantly[1] [[Sentence=-1,2=word max, 1-5]] So[0] I'm[0] stick[0] now[0] on[0] 1[0] .2[0] .8[0] [[Sentence=-1,1=word max, 1-5]] In[0] my[0] opinion[0] this[0] is[0] sacrifice[0] of[0] flexibility[0] in[0] flavor[0] of[0] small[0] performance[0] improvement[1] [[Sentence=-1,2=word max, 1-5]] I[0] can't[0] check[0] right[0] now[0] how[0] this[0] can[0] be[0] fixed[0] without[0] reverting[-1] [[Sentence=-2,1=word max, 1-5]] This[0] is[0] my[0] feedback[0] [[Sentence=-1,1=word max, 1-5]][[[2,-2 max of sentences]]]
hello,ask a question,why not have the driver for asp 64bit? i like use javascript of server side with iis6 but iis7 need 64bit, can i get the driver? THANK YOUA LOT! need you help.	hello,ask a question,why not have the driver for asp 64bit?<br> i like use javascript of server side with is6 but is7 need 64bit, can i get the driver?<br> THANK YOUA LOT!<br> need you help.	2	-1	 hello[0] ask[0] a[0] question[0] why[0] not[0] have[0] the[0] driver[0] for[0] asp[0] 64bit[0] [[Sentence=-1,1=word max, 1-5]] i[0] like[1] use[0] javascript[0] of[0] server[0] side[0] with[0] iis6/is6[0] but[0] iis7/is7[0] need[0] 64bit[0] can[0] i[0] get[0] the[0] driver[0] [[Sentence=-1,2=word max, 1-5]] THANK[1] YOUA[0] LOT[0] [[Sentence=-1,2=word max, 1-5]] need[0] you[0] help[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
it has both 32 and 64 bit. If you use the 64 bit windows node version it will use the 64 bit extension for bson. If you still have problems set native_parser to false to use the js only version.	it has both 32 and 64 bit.<br> If you use the 64 bit windows node version it will use the 64 bit extension for bson.<br> If you still have problems set native_parser to false to use the js only version.	1	-2	 it[0] has[0] both[0] 32[0] and[0] 64[0] bit[0] [[Sentence=-1,1=word max, 1-5]] If[0] you[0] use[0] the[0] 64[0] bit[0] windows[0] node[0] version[0] it[0] will[0] use[0] the[0] 64[0] bit[0] extension[0] for[0] bson[0] [[Sentence=-1,1=word max, 1-5]] If[0] you[0] still[0] have[0] problems[-1] set[0] native_parser[0] to[0] false[0] to[0] use[0] the[0] js[0] only[0] version[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
